Time,Download
2024/07/18 00:01:10,-1
2024/07/18 00:06:10,-1
2024/07/18 00:11:10,-1
2024/07/18 00:16:10,-1
2024/07/18 00:21:10,-1
2024/07/18 00:26:10,-1
2024/07/18 00:31:10,-1
2024/07/18 00:36:09,-1
2024/07/18 00:41:09,-1
2024/07/18 00:46:09,-1
2024/07/18 00:51:08,-1
2024/07/18 00:56:08,-1
2024/07/18 01:01:08,-1
2024/07/18 01:06:08,-1
2024/07/18 01:11:08,-1
2024/07/18 01:16:08,-1
2024/07/18 01:21:08,-1
2024/07/18 01:26:08,-1
2024/07/18 01:31:08,-1
2024/07/18 01:36:08,-1
2024/07/18 01:41:08,-1
2024/07/18 01:46:07,-1
2024/07/18 01:51:07,-1
2024/07/18 01:56:07,-1
2024/07/18 02:01:07,-1
2024/07/18 02:06:07,-1
2024/07/18 02:11:06,-1
2024/07/18 02:16:05,-1
2024/07/18 02:21:05,-1
2024/07/18 02:26:04,-1
2024/07/18 02:31:04,-1
2024/07/18 02:36:04,-1
2024/07/18 02:41:04,-1
2024/07/18 02:46:04,-1
2024/07/18 02:51:04,-1
2024/07/18 02:56:03,-1
2024/07/18 03:01:03,-1
2024/07/18 03:06:02,-1
2024/07/18 03:11:02,-1
2024/07/18 03:16:02,-1
2024/07/18 03:21:02,-1
2024/07/18 03:26:02,-1
2024/07/18 03:31:02,-1
2024/07/18 03:36:02,-1
2024/07/18 03:41:02,-1
2024/07/18 03:46:02,-1
2024/07/18 03:51:01,-1
2024/07/18 03:56:01,-1
2024/07/18 04:01:01,-1
2024/07/18 04:06:01,-1
2024/07/18 04:11:01,-1
2024/07/18 04:16:01,-1
2024/07/18 04:21:01,-1
2024/07/18 04:26:01,-1
2024/07/18 04:31:01,-1
2024/07/18 04:36:00,-1
2024/07/18 04:41:00,-1
2024/07/18 04:46:00,-1
2024/07/18 04:51:00,-1
2024/07/18 04:55:59,-1
2024/07/18 05:00:59,-1
2024/07/18 05:05:59,-1
2024/07/18 05:10:59,-1
2024/07/18 05:15:59,-1
2024/07/18 05:20:59,-1
2024/07/18 05:25:59,-1
2024/07/18 05:30:59,-1
2024/07/18 05:35:59,-1
2024/07/18 05:40:59,-1
2024/07/18 05:45:59,-1
2024/07/18 05:50:59,-1
2024/07/18 05:55:59,-1
2024/07/18 06:00:58,-1
2024/07/18 06:05:58,-1
2024/07/18 06:10:58,-1
2024/07/18 06:15:58,-1
2024/07/18 06:20:58,-1
2024/07/18 06:25:57,-1
2024/07/18 06:30:57,-1
2024/07/18 06:35:57,-1
2024/07/18 06:40:57,-1
2024/07/18 06:45:57,-1
2024/07/18 06:50:57,-1
2024/07/18 06:55:57,-1
2024/07/18 07:00:57,-1
2024/07/18 07:05:57,-1
2024/07/18 07:10:57,-1
2024/07/18 07:15:57,-1
2024/07/18 07:20:56,-1
2024/07/18 07:25:56,-1
2024/07/18 07:30:56,-1
2024/07/18 07:35:56,-1
2024/07/18 07:40:56,-1
2024/07/18 07:45:55,-1
2024/07/18 07:50:55,-1
2024/07/18 07:55:55,-1
2024/07/18 08:00:54,-1
2024/07/18 08:05:54,-1
2024/07/18 08:10:54,-1
2024/07/18 08:15:54,-1
2024/07/18 08:20:54,-1
2024/07/18 08:25:54,-1
2024/07/18 08:30:54,-1
2024/07/18 08:35:53,-1
2024/07/18 08:40:53,-1
2024/07/18 08:45:53,-1
2024/07/18 08:50:53,-1
2024/07/18 08:55:53,-1
2024/07/18 09:00:53,-1
2024/07/18 09:05:52,-1
2024/07/18 09:10:52,-1
2024/07/18 09:15:52,-1
2024/07/18 23:53:39,-1
2024/07/18 23:58:39,14.22
