Timestamp,Value
2024/07/19 00:00:00,84
2024/07/19 00:00:01,93
2024/07/19 00:00:02,69
2024/07/19 00:00:03,69
2024/07/19 00:00:04,148
2024/07/19 00:00:05,133
2024/07/19 00:00:06,72
2024/07/19 00:00:07,71
2024/07/19 00:00:08,203
2024/07/19 00:00:09,116
2024/07/19 00:00:10,91
2024/07/19 00:00:11,67
2024/07/19 00:00:12,91
2024/07/19 00:00:13,109
2024/07/19 00:00:14,120
2024/07/19 00:00:15,-1
2024/07/19 00:00:19,90
2024/07/19 00:00:20,94
2024/07/19 00:00:21,111
2024/07/19 00:00:22,112
2024/07/19 00:00:23,74
2024/07/19 00:00:24,65
2024/07/19 00:00:25,134
2024/07/19 00:00:26,69
2024/07/19 00:00:27,1096
2024/07/19 00:00:28,165
2024/07/19 00:00:29,811
2024/07/19 00:00:30,938
2024/07/19 00:00:31,811
2024/07/19 00:00:32,136
2024/07/19 00:00:33,369
2024/07/19 00:00:34,60
2024/07/19 00:00:35,172
2024/07/19 00:00:36,64
2024/07/19 00:00:37,123
2024/07/19 00:00:38,127
2024/07/19 00:00:39,89
2024/07/19 00:00:40,83
2024/07/19 00:00:41,71
2024/07/19 00:00:42,66
2024/07/19 00:00:43,506
2024/07/19 00:00:44,69
2024/07/19 00:00:45,75
2024/07/19 00:00:46,205
2024/07/19 00:00:47,82
2024/07/19 00:00:48,80
2024/07/19 00:00:49,85
2024/07/19 00:00:50,124
2024/07/19 00:00:51,81
2024/07/19 00:00:52,71
2024/07/19 00:00:53,66
2024/07/19 00:00:54,77
2024/07/19 00:00:55,79
2024/07/19 00:00:56,117
2024/07/19 00:00:57,74
2024/07/19 00:00:58,72
2024/07/19 00:00:59,272
2024/07/19 00:01:00,82
2024/07/19 00:01:01,80
2024/07/19 00:01:02,220
2024/07/19 00:01:03,86
2024/07/19 00:01:04,385
2024/07/19 00:01:05,138
2024/07/19 00:01:06,75
2024/07/19 00:01:07,625
2024/07/19 00:01:08,89
2024/07/19 00:01:09,453
2024/07/19 00:01:10,432
2024/07/19 00:01:11,62
2024/07/19 00:01:12,323
2024/07/19 00:01:13,268
2024/07/19 00:01:14,66
2024/07/19 00:01:15,332
2024/07/19 00:01:16,373
2024/07/19 00:01:17,92
2024/07/19 00:01:18,73
2024/07/19 00:01:19,141
2024/07/19 00:01:20,139
2024/07/19 00:01:21,86
2024/07/19 00:01:22,76
2024/07/19 00:01:23,80
2024/07/19 00:01:24,80
2024/07/19 00:01:25,93
2024/07/19 00:01:26,89
2024/07/19 00:01:27,91
2024/07/19 00:01:28,105
2024/07/19 00:01:29,96
2024/07/19 00:01:30,68
2024/07/19 00:01:31,86
2024/07/19 00:01:32,85
2024/07/19 00:01:33,74
2024/07/19 00:01:34,77
2024/07/19 00:01:35,67
2024/07/19 00:01:36,64
2024/07/19 00:01:37,85
2024/07/19 00:01:38,71
2024/07/19 00:01:39,84
2024/07/19 00:01:40,76
2024/07/19 00:01:41,258
2024/07/19 00:01:42,92
2024/07/19 00:01:43,105
2024/07/19 00:01:44,72
2024/07/19 00:01:44,118
2024/07/19 00:01:45,121
2024/07/19 00:01:46,90
2024/07/19 00:01:47,63
2024/07/19 00:01:48,83
2024/07/19 00:01:49,71
2024/07/19 00:01:50,68
2024/07/19 00:01:51,103
2024/07/19 00:01:52,91
2024/07/19 00:01:53,62
2024/07/19 00:01:53,78
2024/07/19 00:01:54,67
2024/07/19 00:01:55,119
2024/07/19 00:01:56,149
2024/07/19 00:01:56,-1
2024/07/19 00:02:01,101
2024/07/19 00:02:02,102
2024/07/19 00:02:03,101
2024/07/19 00:02:04,117
2024/07/19 00:02:05,72
2024/07/19 00:02:06,101
2024/07/19 00:02:07,147
2024/07/19 00:02:08,106
2024/07/19 00:02:09,73
2024/07/19 00:02:10,75
2024/07/19 00:02:11,75
2024/07/19 00:02:12,129
2024/07/19 00:02:13,66
2024/07/19 00:02:14,97
2024/07/19 00:02:15,221
2024/07/19 00:02:16,58
2024/07/19 00:02:17,168
2024/07/19 00:02:18,162
2024/07/19 00:02:19,81
2024/07/19 00:02:20,166
2024/07/19 00:02:21,103
2024/07/19 00:02:22,70
2024/07/19 00:02:23,101
2024/07/19 00:02:24,82
2024/07/19 00:02:25,86
2024/07/19 00:02:26,64
2024/07/19 00:02:27,75
2024/07/19 00:02:28,86
2024/07/19 00:02:29,77
2024/07/19 00:02:30,75
2024/07/19 00:02:31,87
2024/07/19 00:02:32,95
2024/07/19 00:02:33,97
2024/07/19 00:02:34,128
2024/07/19 00:02:35,168
2024/07/19 00:02:36,178
2024/07/19 00:02:37,142
2024/07/19 00:02:38,84
2024/07/19 00:02:39,196
2024/07/19 00:02:40,247
2024/07/19 00:02:41,187
2024/07/19 00:02:42,128
2024/07/19 00:02:43,249
2024/07/19 00:02:44,265
2024/07/19 00:02:45,149
2024/07/19 00:02:46,227
2024/07/19 00:02:47,134
2024/07/19 00:02:48,323
2024/07/19 00:02:49,559
2024/07/19 00:02:50,1088
2024/07/19 00:02:51,1312
2024/07/19 00:02:52,651
2024/07/19 00:02:53,719
2024/07/19 00:02:54,857
2024/07/19 00:02:55,1473
2024/07/19 00:02:56,693
2024/07/19 00:02:57,1546
2024/07/19 00:02:58,2936
2024/07/19 00:03:01,1626
2024/07/19 00:03:03,2260
2024/07/19 00:03:05,268
2024/07/19 00:03:06,68
2024/07/19 00:03:07,68
2024/07/19 00:03:08,74
2024/07/19 00:03:09,69
2024/07/19 00:03:10,75
2024/07/19 00:03:11,94
2024/07/19 00:03:12,76
2024/07/19 00:03:13,92
2024/07/19 00:03:14,78
2024/07/19 00:03:15,79
2024/07/19 00:03:16,80
2024/07/19 00:03:17,69
2024/07/19 00:03:18,71
2024/07/19 00:03:19,79
2024/07/19 00:03:20,95
2024/07/19 00:03:21,90
2024/07/19 00:03:22,73
2024/07/19 00:03:23,65
2024/07/19 00:03:24,73
2024/07/19 00:03:25,59
2024/07/19 00:03:26,62
2024/07/19 00:03:26,91
2024/07/19 00:03:27,77
2024/07/19 00:03:28,80
2024/07/19 00:03:29,64
2024/07/19 00:03:30,71
2024/07/19 00:03:31,114
2024/07/19 00:03:32,85
2024/07/19 00:03:33,63
2024/07/19 00:03:34,107
2024/07/19 00:03:35,54
2024/07/19 00:03:36,89
2024/07/19 00:03:37,72
2024/07/19 00:03:38,159
2024/07/19 00:03:39,143
2024/07/19 00:03:40,65
2024/07/19 00:03:41,106
2024/07/19 00:03:42,86
2024/07/19 00:03:43,104
2024/07/19 00:03:44,66
2024/07/19 00:03:45,104
2024/07/19 00:03:46,70
2024/07/19 00:03:47,70
2024/07/19 00:03:48,97
2024/07/19 00:03:49,-1
2024/07/19 00:03:53,126
2024/07/19 00:03:54,136
2024/07/19 00:03:55,100
2024/07/19 00:03:56,72
2024/07/19 00:03:57,73
2024/07/19 00:03:58,96
2024/07/19 00:03:59,176
2024/07/19 00:04:00,70
2024/07/19 00:04:01,87
2024/07/19 00:04:02,74
2024/07/19 00:04:03,95
2024/07/19 00:04:04,120
2024/07/19 00:04:05,97
2024/07/19 00:04:06,68
2024/07/19 00:04:07,85
2024/07/19 00:04:08,81
2024/07/19 00:04:09,86
2024/07/19 00:04:10,58
2024/07/19 00:04:11,67
2024/07/19 00:04:12,91
2024/07/19 00:04:13,60
2024/07/19 00:04:14,80
2024/07/19 00:04:15,77
2024/07/19 00:04:16,86
2024/07/19 00:04:17,75
2024/07/19 00:04:18,74
2024/07/19 00:04:19,-1
2024/07/19 00:04:23,60
2024/07/19 00:04:23,70
2024/07/19 00:04:24,71
2024/07/19 00:04:24,58
2024/07/19 00:04:25,60
2024/07/19 00:04:26,59
2024/07/19 00:04:27,68
2024/07/19 00:04:28,66
2024/07/19 00:04:29,71
2024/07/19 00:04:29,70
2024/07/19 00:04:30,63
2024/07/19 00:04:31,-1
2024/07/19 00:04:35,85
2024/07/19 00:04:36,62
2024/07/19 00:04:37,67
2024/07/19 00:04:38,82
2024/07/19 00:04:39,74
2024/07/19 00:04:40,79
2024/07/19 00:04:41,80
2024/07/19 00:04:42,70
2024/07/19 00:04:43,77
2024/07/19 00:04:44,68
2024/07/19 00:04:45,78
2024/07/19 00:04:46,60
2024/07/19 00:04:47,66
2024/07/19 00:04:48,104
2024/07/19 00:04:49,83
2024/07/19 00:04:50,77
2024/07/19 00:04:51,66
2024/07/19 00:04:52,80
2024/07/19 00:04:53,-1
2024/07/19 00:04:57,74
2024/07/19 00:04:58,82
2024/07/19 00:04:59,62
2024/07/19 00:05:00,69
2024/07/19 00:05:01,79
2024/07/19 00:05:02,78
2024/07/19 00:05:03,75
2024/07/19 00:05:04,78
2024/07/19 00:05:05,73
2024/07/19 00:05:06,71
2024/07/19 00:05:07,75
2024/07/19 00:05:08,78
2024/07/19 00:05:09,81
2024/07/19 00:05:10,63
2024/07/19 00:05:11,89
2024/07/19 00:05:12,74
2024/07/19 00:05:13,67
2024/07/19 00:05:14,87
2024/07/19 00:05:15,90
2024/07/19 00:05:16,80
2024/07/19 00:05:17,83
2024/07/19 00:05:18,103
2024/07/19 00:05:19,62
2024/07/19 00:05:20,81
2024/07/19 00:05:21,71
2024/07/19 00:05:22,64
2024/07/19 00:05:23,73
2024/07/19 00:05:24,72
2024/07/19 00:05:25,89
2024/07/19 00:05:26,73
2024/07/19 00:05:27,73
